代號,名稱,EPS,DividendYield,CashDividend,StockDividend,beta值,三大法人買賣超,十年填權息平均天數,十年填權息成功率
2727,王品,8.435,3.73,7.628888889,,,1372.0,11.8,0.7142857142857143
2882,國泰金,3.261,3.009,1.38,0.47600000000000003,,41789.0,79.77777777777777,1.0
3213,茂訊,4.534,7.779,3.5,,,45.0,168.5,1.0
5511,德昌,3.9160000000000004,5.0360000000000005,1.305,,,-142.0,160.77777777777774,1.0
1521,大億,5.035,6.477,4.17,,,-14.0,185.7142857142857,1.0
3443,創意,4.215,2.917,3.3489999999999998,,1.417142857142857,142.0,91.9,1.0
2923,鼎固-KY,2.088,1.4828571430000002,0.334285714,,,392.0,2.4285714285714284,0.7
9939,宏全,4.353,4.49,2.55,,,-3647.0,28.33333333333333,1.0
2456,奇力新,3.647,3.595,2.214,,1.5785714285714283,-12931.0,13.3,1.0
4175,杏一,3.609,3.802857143,2.5375,,0.5266666666666666,6.0,217.6,0.625
3684,榮昌,3.2119999999999997,5.553,1.909,,,-5.0,79.44444444444444,1.0
2643,捷迅,3.432857143,5.564,1.715,,,155.0,22.4,0.5
6224,聚鼎,4.83,6.452999999999999,3.7880000000000003,,,1148.0,167.5,1.0
4568,科際精密,5.7125,,,,,-1.0,23.5,0.2
4942,嘉彰,3.013,5.198888889,1.8359999999999999,,,-1199.0,133.9,1.0
5215,科嘉-KY,3.745,6.6788888889999996,2.333333333,,1.0516666666666667,-129.0,186.625,0.8
8938,明安,2.153,4.861000000000001,1.74,,,-134.0,33.888888888888886,1.0
5203,訊連,5.478,6.318,5.175,,0.965714285714286,-1649.0,169.2,1.0
2066,世德,5.16,4.02,3.69,,,0.0,15.0,0.7777777777777778
3045,台灣大,5.236000000000001,5.391,5.34,,0.2942857142857143,-6516.0,279.44444444444446,1.0
6412,群電,3.365,4.762857143,2.3471428569999997,0.05,,5218.0,94.33333333333331,0.6
6173,信昌電,1.554,3.1039999999999996,1.37,,,817.0,187.28571428571428,0.7
6271,同欣電,6.695,4.878,5.285,,1.3985714285714288,1330.0,28.11111111111111,1.0
2360,致茂,4.147,3.47,2.966,,1.1885714285714286,4699.0,91.0,1.0
2905,三商,2.569,2.884,0.639,,,3566.0,116.33333333333331,1.0
4994,傳奇,4.147,0.675,0.8583333329999999,4.7,,-47.0,120.33333333333331,0.42857142857142855
8284,三竹,2.449,2.17,1.032,,,-577.0,429.5,0.6
4927,泰鼎-KY,3.8810000000000002,5.847142857000001,2.054285714,,0.8683333333333335,4947.0,389.0,0.8
8155,博智,3.392,5.93375,2.66625,,1.3150000000000002,-4787.0,30.875,0.8
6281,全國電,4.573,6.501,3.9339999999999997,,,81.0,224.55555555555557,1.0
1101,台泥,2.668,5.414,1.9980000000000002,,,15690.0,179.8,1.0
2496,卓越,1.463,,,,0.6857142857142857,-607.0,2.5,0.2222222222222222
3501,維熹,4.772,7.084,3.38,,,73.0,166.77777777777774,1.0
